d,c_d
2.00000000000000,2.00000000000000
3.00000000000000,4.00000000000000
4.00000000000000,6.00000000000000
5.00000000000000,8.00000000000000
6.00000000000000,10.0000000000000
7.00000000000000,12.0000000000000
8.00000000000000,14.0000000000000
9.00000000000000,16.0000000000000
10.0000000000000,18.0000000000000
11.0000000000000,20.0000000000000
12.0000000000000,22.0000000000000
13.0000000000000,24.0000000000000
14.0000000000000,26.0000000000000
15.0000000000000,28.0000000000000
16.0000000000000,30.0000000000000
17.0000000000000,32.0000000000000
18.0000000000000,34.0000000000000
19.0000000000000,36.0000000000000
20.0000000000000,38.0000000000000
21.0000000000000,40.0000000000000
22.0000000000000,42.0000000000000
23.0000000000000,44.0000000000000
24.0000000000000,46.0000000000000
25.0000000000000,48.0000000000000
26.0000000000000,50.0000000000000
27.0000000000000,52.0000000000000
28.0000000000000,54.0000000000000
29.0000000000000,56.0000000000000
30.0000000000000,58.0000000000000
31.0000000000000,60.0000000000000
32.0000000000000,62.0000000000000
33.0000000000000,64.0000000000000
34.0000000000000,66.0000000000000
35.0000000000000,68.0000000000000
36.0000000000000,70.0000000000000
37.0000000000000,72.0000000000000
38.0000000000000,74.0000000000000
39.0000000000000,76.0000000000000
40.0000000000000,78.0000000000000
41.0000000000000,80.0000000000000
42.0000000000000,82.0000000000000
43.0000000000000,84.0000000000000
44.0000000000000,86.0000000000000
45.0000000000000,88.0000000000000
46.0000000000000,90.0000000000000
47.0000000000000,92.0000000000000
48.0000000000000,94.0000000000000
49.0000000000000,96.0000000000000
50.0000000000000,98.0000000000000
51.0000000000000,100.000000000000
52.0000000000000,102.000000000000
53.0000000000000,104.000000000000
54.0000000000000,106.000000000000
55.0000000000000,108.000000000000
56.0000000000000,110.000000000000
57.0000000000000,112.000000000000
58.0000000000000,114.000000000000
59.0000000000000,116.000000000000
60.0000000000000,118.000000000000
61.0000000000000,120.000000000000
62.0000000000000,122.000000000000
63.0000000000000,124.000000000000
64.0000000000000,126.000000000000
65.0000000000000,128.000000000000
66.0000000000000,130.000000000000
67.0000000000000,132.000000000000
68.0000000000000,134.000000000000
69.0000000000000,136.000000000000
70.0000000000000,138.000000000000
71.0000000000000,140.000000000000
72.0000000000000,142.000000000000
73.0000000000000,144.000000000000
74.0000000000000,146.000000000000
75.0000000000000,148.000000000000
76.0000000000000,150.000000000000
77.0000000000000,152.000000000000
78.0000000000000,154.000000000000
79.0000000000000,156.000000000000
80.0000000000000,158.000000000000
81.0000000000000,160.000000000000
82.0000000000000,162.000000000000
83.0000000000000,164.000000000000
84.0000000000000,166.000000000000
85.0000000000000,168.000000000000
86.0000000000000,170.000000000000
87.0000000000000,172.000000000000
88.0000000000000,174.000000000000
89.0000000000000,176.000000000000
90.0000000000000,178.000000000000
91.0000000000000,180.000000000000
92.0000000000000,182.000000000000
93.0000000000000,184.000000000000
94.0000000000000,186.000000000000
95.0000000000000,188.000000000000
96.0000000000000,190.000000000000
97.0000000000000,192.000000000000
98.0000000000000,194.000000000000
99.0000000000000,196.000000000000
100.000000000000,198.000000000000
101.000000000000,200.000000000000
102.000000000000,202.000000000000
103.000000000000,204.000000000000
104.000000000000,206.000000000000
105.000000000000,208.000000000000
106.000000000000,210.000000000000
107.000000000000,212.000000000000
108.000000000000,214.000000000000
109.000000000000,216.000000000000
110.000000000000,218.000000000000
111.000000000000,220.000000000000
112.000000000000,222.000000000000
113.000000000000,224.000000000000
114.000000000000,226.000000000000
115.000000000000,228.000000000000
116.000000000000,230.000000000000
117.000000000000,232.000000000000
118.000000000000,234.000000000000
119.000000000000,236.000000000000
120.000000000000,238.000000000000
121.000000000000,240.000000000000
122.000000000000,242.000000000000
123.000000000000,244.000000000000
124.000000000000,246.000000000000
125.000000000000,248.000000000000
126.000000000000,250.000000000000
127.000000000000,252.000000000000
128.000000000000,254.000000000000
